participant_id,age,gender,ethnicity,native_language,highest_education,online_tests_taken_last_3_years,motivational_message_id,concept,theory,time_spent_on_message,word_creation_skill_level,cheating_rate_practice_round,total_words_practice_round,cheating_rate_main_round,total_words_main_round,cheating_lying_rate,performance_score_excluding_cheated_words,performance_score_including_cheated_words,used_external_resources,confessed_words_count,cheating_main_round,has_page_left,total_time_page_left,has_mouse_inactivity,total_time_mouse_inactivity,valid_7_letter_words,valid_8_letter_words,usability,task_engagement,task_satisfaction,message_understanding,PME_on_honest_task_completion,PME_on_task_performance,PME_on_task_experience,autonomy_need_satisfaction,autonomy_need_frustration,competence_need_satisfaction,competence_need_frustration,relatedness_need_satisfaction,relatedness_need_frustration,overall_need_satisfaction,overall_need_frustration,performance_accomplishments,vicarious_experience,verbal_persuasion,emotional_arousal,task_specific_self_efficacy,injunctive_norms,descriptive_norms,reference_group_identification,social_sanctions,norm_perception,cognitive_discomfort,moral_disengagement,message_comprehend,message_confidence,message_attitude,message_impact,message_persistence,message_suggestion,feedback
p_357,30.0,Male,White or Caucasian,English,Bachelor’s degree,1.0,social_sanctions_3,social_sanctions,Social Norms Theory,12.83,8,0.0,3,0.83,6,1.0,4,20,False,0,True,1,35.34,0,0.0,0.0,1.0,7.0,5.0,6.2,4.0,4.67,4.6,6.0,7.0,1.5,5.5,2.0,4.5,2.0,5.67,1.83,6.0,5.0,5.5,5.5,5.5,5.5,5.0,3.5,5.5,4.88,1.11,3.33,"Being honest about your mistakes, people will trust you more if you are open and honest",4.0,"honesty, thankful, happy",I do not think it did influence the way i approached this specific task,Just remembering to be honest about any mistakes,"Pretty much exactly what your message said, about being honest about mistakes",I thought this study was fun and mentally stimulating
p_358,31.0,Female,White or Caucasian,English,Bachelor’s degree,20.0,relatedness_1,relatedness,Self-Determination Theory,13.84,6,0.0,5,0.0,9,0.0,28,28,False,0,False,0,0.0,1,2.44,1.0,0.0,6.33,5.75,5.4,3.67,2.67,2.6,5.0,6.5,1.5,5.5,1.0,5.0,1.5,5.67,1.33,5.0,2.0,2.5,3.5,3.25,2.5,4.0,2.5,2.0,2.75,1.0,3.83,being connected to others making the task more meaningful,3.0,"confusion, acceptance, understanding, calmness, openness","it did not, as it did not feel very relevant to the challenge",I did not really consider the message any more once I had started the word-creation challenge,I would emphasize how connectedness with others might be relevant to the task at hand,I wasn't sure what was meant by 'online tests' regarding how many I had taken in the past three years. More clarity is needed in future please!
p_359,26.0,Male,Asian / Pacific Islander,"English, Malayalam",Master’s degree,5.0,dissonance_arousal_2,dissonance_arousal,Cognitive Dissonance Theory,17.15,3,0.0,1,0.0,2,0.0,8,8,False,0,False,0,0.0,1,1.4,0.0,0.0,6.0,5.38,5.8,4.67,4.33,5.0,5.67,5.5,4.5,5.0,4.0,4.0,3.5,4.83,4.0,5.0,5.0,5.0,4.5,4.88,5.0,5.0,4.5,4.5,4.75,1.67,5.67,"When something goes your way, you feel happy, when it doesn't go your way, how do you feel. The challenge is associated with that word.",3.0,tried to engage my brain for the answer.,tried to think of words that would make me feel sad,the whole time.,the same,
p_360,23.0,Female,White or Caucasian,English,Bachelor’s degree,100.0,social_sanctions_2,social_sanctions,Social Norms Theory,18.97,4,0.0,4,0.0,8,0.0,28,28,False,0,False,0,0.0,0,0.0,1.0,0.0,6.67,6.25,6.6,6.0,2.0,4.0,3.67,4.5,1.5,4.5,2.5,5.5,1.0,4.83,1.67,2.0,1.0,1.5,1.0,1.38,4.0,4.0,4.0,1.0,3.25,1.22,1.33,How my peers would think of me if I performed negatively and making me think that my performance would be linked to how others perceive me.,4.0,It seemed a bit too negative and I was annoyed at being made to think how others would view me if I didn't perform very well.,"It didn't, I would have put in the same amount of effort either way and I don't care about what others think about me based on a word game alone.","No, I was fully focused on the challenge without thinking about the content of the message.",I would not include anything about peers judging you based on your performance. It would also be more positive (but not too positive as this can lead to people feeling like there is a lot of expectation on them to perform well).,I liked participating in the game and I would have put in the same amount of effort whether I had received the message or not. the task was easy to complete and well-explained.
p_361,30.0,Male,White or Caucasian,English,Bachelor’s degree,0.0,dissonance_arousal_3,dissonance_arousal,Cognitive Dissonance Theory,13.25,7,0.0,6,0.0,8,0.0,30,30,False,0,False,0,0.0,0,0.0,1.0,0.0,4.33,4.12,5.8,4.0,2.0,2.2,4.0,7.0,1.5,5.5,3.0,2.5,4.0,5.0,2.83,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.22,4.83,I've forgotten what the message was about I'm afraid due to focusing on the teask.,1.0,"I'm not sure, as I mentioned I unfortunately forgot the message",It didn't impact how I approached the challenge.,None of the message stuck with me.,I would potentially make it shorter if people are to remember it.,I misunderstood how important the message would be. I also think that in the word creation task it would be nice if the participants could type in their answers rather than having to drag the letters.
p_362,34.0,Male,British Indian,"English, Hindi, Punjabi",Bachelor’s degree,5.0,dissonance_reduction_3,dissonance_reduction,Cognitive Dissonance Theory,15.64,4,0.0,0,1.0,2,1.0,0,4,False,0,True,0,0.0,1,95.32,0.0,0.0,5.0,4.38,5.2,4.33,2.0,3.2,4.0,4.0,4.5,4.0,3.5,3.5,3.5,3.83,3.83,4.0,4.0,4.5,3.5,4.0,4.5,4.5,4.0,4.5,4.38,3.44,4.33,Seizing the day or opportunity?,1.0,Confusion as to why it was there,It didn't really,No,More of an emphasis on how it could be useful for the task,"Was good, i felt a little time restricted and under pressure though with a timer. It was hard to think on the spot. The survey itself was fine and concise, easy to follow."
p_363,26.0,Male,Black or African American,English,Bachelor’s degree,1.0,dissonance_arousal_1,dissonance_arousal,Cognitive Dissonance Theory,21.35,6,1.0,2,1.0,7,1.0,0,34,False,0,True,1,18.9,1,6.11,2.0,1.0,7.0,7.0,7.0,7.0,3.0,4.0,5.0,7.0,5.0,7.0,1.5,6.0,1.0,6.67,2.5,6.5,4.0,7.0,6.0,5.88,7.0,6.0,5.0,5.5,5.88,1.0,1.83,how I would feel if I did not give my all in a task I'm suppose to do or perform and how I'm going to feel about it when the task is done and it happens that I did not give my all,4.0,Guilt,Motivated me,"no, I was just focused on the game",Give it your all as you would expect someone to do it for you,I do not have any feedback at the moment
p_364,,,,,,,reference_group_identification_1,reference_group_identification,Social Norms Theory,19.18,7,0.0,4,0.0,5,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_365,22.0,Male,Black or African American,English,Bachelor’s degree,10.0,relatedness_1,relatedness,Self-Determination Theory,19.67,6,0.0,2,0.57,7,1.0,6,14,False,0,True,0,0.0,1,28.36,0.0,0.0,6.67,5.38,6.2,4.67,6.0,6.6,6.33,5.0,4.0,6.5,3.5,4.0,2.5,5.17,3.33,5.5,6.0,6.5,5.0,5.75,6.5,4.5,4.0,6.0,5.25,2.0,3.67,how my work affected others,4.0,Made me think differently and made me a bit curious,Yes it made me try my best,About my work affecting others,I would say believe in yourself,It was fun.
p_366,33.0,Female,White or Caucasian,English,Doctorate degree,25.0,control,control,No Theory,14.89,6,0.0,4,0.43,7,1.0,12,20,False,0,True,0,0.0,1,2.52,1.0,0.0,4.67,4.88,6.0,4.67,2.67,2.8,4.0,3.5,4.0,4.5,2.5,3.5,3.0,3.83,3.17,4.5,3.0,4.0,4.0,3.88,4.5,4.0,3.0,3.0,3.62,1.44,5.17,not well,2.0,No emotion,It didn't,No,Unsure,Way to input letters was frustrating and slow
p_367,22.0,Female,north african,english,"Some college credit, no degree",0.0,dissonance_arousal_1,dissonance_arousal,Cognitive Dissonance Theory,16.97,5,0.0,1,1.0,4,1.0,0,12,False,0,True,0,0.0,1,60.61,0.0,0.0,6.0,4.75,4.6,4.67,6.0,5.0,5.33,4.5,4.0,4.0,4.5,3.5,4.0,4.0,4.17,4.0,4.5,4.0,4.5,4.25,4.0,4.0,4.5,5.0,4.38,3.44,4.83,giving it your all,3.0,motivated me a little,tried hard the next round,no,not sure,
p_368,25.0,Male,Hispanic or Latino,Spanish,Bachelor’s degree,8.0,vicarious_experience_3,vicarious_experience,Self-Efficacy Theory,14.83,4,1.0,7,1.0,9,1.0,0,30,False,0,True,1,20.4,0,0.0,0.0,1.0,7.0,6.38,6.8,3.0,2.0,5.6,4.0,6.5,3.5,6.0,1.5,3.5,3.0,5.33,2.67,5.0,6.0,5.0,6.0,5.5,6.0,5.5,4.5,3.5,4.88,1.11,2.33,Sort of,3.0,A bit confused,Not really,Only the focus of trying to complete the game,"Don't stress, it is much easier than you think",
p_369,25.0,Male,White or Caucasian,English,Bachelor’s degree,10.0,dissonance_reduction_2,dissonance_reduction,Cognitive Dissonance Theory,14.0,2,0.0,3,0.0,4,0.0,12,12,False,0,False,0,0.0,1,3.04,1.0,0.0,6.67,5.88,6.0,2.0,3.0,2.8,3.67,6.0,2.5,5.0,3.0,3.5,3.0,4.83,2.83,3.0,2.0,2.0,2.5,2.38,4.0,4.0,2.0,3.0,3.25,1.11,6.0,"Not staying in your comfort zone, make bold choices. Try something new.",2.0,"In truth, not a lot. Confusion as i didnt think it had anything to do with a word challenge.",It didnt at all,"No, I didnt feel the message was particularly relevant for the task.",To be pragmatic when doing word challenges. Dont think too deeply into it.,"I enjoyed the study. Although one point of improvement, instead of dragging the letters to form a word; being able to click the letters would have been much better."
p_370,29.0,Female,White or Caucasian,english,Bachelor’s degree,3.0,descriptive_norms_1,descriptive_norms,Social Norms Theory,16.19,7,0.0,2,0.8,5,1.0,0,10,False,0,True,0,0.0,1,11.96,0.0,0.0,7.0,4.12,6.4,6.67,4.33,6.4,7.0,5.5,1.5,5.5,2.5,6.0,1.0,5.67,1.67,6.0,6.5,7.0,6.0,6.38,6.0,5.0,5.5,5.0,5.38,1.44,3.67,"♡ looking towards others who are doing well with hard challenges, in order to motivate yourself in doing well and being able to persevere.",4.0,♡ it made me feel motivated and like i can try to be inspired by others who are also facing similar challenges and may need a bit of determination and encouragement.,♡ it made me try to think about how my family and friends would approach the task ~ try to remain calm and do your best without worrying too much,"♡ not in particular, just the whole message itself about being motivated and thinking about others in the challenges.","♡ i would say to try and remain calm, do not overthink it, and do your best with what time you have. do not doubt yourself, you can do it.",♡ thank you so much ♡
p_371,24.0,Female,White or Caucasian,ENglish,"Some college credit, no degree",10.0,dissonance_arousal_1,dissonance_arousal,Cognitive Dissonance Theory,11.85,4,0.0,4,0.0,7,0.0,12,12,False,0,False,0,0.0,1,3.1,0.0,0.0,7.0,5.5,6.0,2.67,4.67,5.8,3.67,6.0,2.0,6.0,2.0,6.0,1.5,6.0,1.83,6.0,6.0,6.5,6.0,6.12,6.0,6.0,5.5,5.5,5.75,1.22,3.33,"It was like a 'Live, Laugh, Love' message, trying to motivate me based off my results but didnt make much sense if im honest hahaa!",2.0,Confusion if im honest.,It stated my values or something along them lines so i wanted to prove the system wrong and achieved better.,,Use your countdown head and do what you can!,All good :)) very fun.
p_372,31.0,Female,White or Caucasian,english,"High school graduate, diploma or the equivalent (for example: GED)",0.0,cognitive_inconsistency_2,cognitive_inconsistency,Cognitive Dissonance Theory,13.26,4,0.0,5,0.0,10,0.0,30,30,False,0,False,0,0.0,0,0.0,0.0,0.0,6.33,4.88,6.0,5.0,4.0,5.2,5.33,4.5,3.0,5.5,2.0,5.5,4.0,5.17,3.0,5.5,5.5,5.0,5.5,5.38,5.0,5.0,5.5,5.5,5.25,2.0,3.67,thinking about doing the work right or just getting it over and done with,4.0,none,i just thought about enjoying the challenge,none,have fun and dont stress,i really enjoyed it
p_373,29.0,Female,White or Caucasian,"spanish, english",Trade/technical/vocational training,200.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,14.45,6,0.0,5,0.0,7,0.0,10,10,False,0,False,0,0.0,0,0.0,0.0,0.0,6.33,3.62,1.6,4.0,1.0,1.2,2.67,2.5,4.0,2.0,5.5,2.5,4.5,2.33,4.67,2.0,2.0,3.0,2.5,2.38,4.0,4.0,3.5,3.0,3.62,5.67,2.67,something motivational about focusing and succeeding?,1.0,"none, unbothered",distracting,none,probably skip it to not distract them,
p_374,30.0,Female,White or Caucasian,english,"High school graduate, diploma or the equivalent (for example: GED)",10.0,control,control,No Theory,13.52,6,1.0,2,1.0,9,1.0,0,40,False,0,True,1,36.8,0,0.0,4.0,1.0,7.0,6.62,7.0,5.0,3.33,6.2,6.0,6.5,3.0,6.0,3.0,4.5,1.0,5.67,2.33,5.5,4.5,5.0,4.5,4.88,5.0,4.5,4.5,5.0,4.75,1.11,3.5,recreating words with letters,2.0,nervousness to complete in time,none,none,encourgaement,
p_375,30.0,Female,White or Caucasian,english,Master’s degree,1000.0,injunctive_norms_1,injunctive_norms,Social Norms Theory,13.27,6,0.0,4,0.0,6,0.0,18,18,False,0,False,0,0.0,1,6.95,1.0,0.0,7.0,4.88,6.0,2.0,2.0,2.4,4.0,2.0,1.5,4.0,2.0,3.5,1.5,3.17,1.67,3.0,2.0,2.0,2.0,2.25,2.0,2.0,2.0,2.0,2.0,1.89,2.5,what people would do if they were in my shoes,2.0,curiosity,it didnt,no,make it more obviously relevant,
p_376,32.0,Male,Asian / Pacific Islander,Hindi,Bachelor’s degree,0.0,reference_group_identification_3,reference_group_identification,Social Norms Theory,26.97,5,1.0,3,1.0,4,1.0,0,24,False,0,True,1,55.94,0,0.0,2.0,1.0,7.0,4.0,7.0,4.33,1.0,1.0,5.0,4.5,1.0,6.5,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.75,1.0,2.0,being part of a team that is known for being creative.,4.0,I just remember thinking how it was relevant to the task.,It did not influence me in any way.,"No, not at all.",A tip that helps participants create as many words as possible within the timeframe.,
p_377,36.0,Female,Black or African American,Igbo,Master’s degree,50.0,verbal_persuasion_2,verbal_persuasion,Self-Efficacy Theory,16.85,4,0.0,1,1.0,4,1.0,0,16,False,0,True,0,0.0,1,13.95,1.0,0.0,6.67,3.5,7.0,5.33,3.67,6.0,5.33,6.5,3.0,6.0,3.5,6.5,2.5,6.33,3.0,5.0,5.0,5.5,6.0,5.38,4.5,5.0,4.5,4.5,4.62,1.44,2.33,the challenge,3.0,,great way,to be dedicated,to be dedicated,Very interesting
p_378,35.0,Male,White Asian,English,Bachelor’s degree,2.0,emotional_arousal_3,emotional_arousal,Self-Efficacy Theory,19.87,5,0.0,4,0.0,8,0.0,28,28,False,0,False,0,0.0,0,0.0,1.0,0.0,5.0,6.12,6.8,4.67,1.0,2.2,3.67,7.0,1.0,6.0,1.0,3.5,1.5,5.5,1.17,6.5,1.5,3.0,5.0,4.0,5.5,3.5,2.0,2.0,3.25,1.22,5.0,How i felt about the challenge,2.0,"I didnt care, just wanted to play the game",Not at all i found the message irritating,Not at all,"Not to include the message, but if you did, then make it an interactive message, something i cam respond to other than read",Perhaps the format and layout of the instructions and messaging could be more refined and less clutter.
p_379,29.0,Male,White or Caucasian,English,Bachelor’s degree,1.0,social_sanctions_3,social_sanctions,Social Norms Theory,14.61,3,1.0,1,0.75,4,1.0,4,14,False,0,True,0,0.0,1,43.2,0.0,0.0,7.0,5.5,5.6,3.0,1.33,2.0,3.67,6.0,2.0,5.5,3.0,3.5,2.0,5.0,2.33,4.0,1.5,2.0,2.5,2.5,2.0,2.0,2.0,2.0,2.0,1.33,5.0,Working in teams is best done with good collaboration.,2.0,This is not really relevent.,It didn't change my approach.,None.,Try to clear your mind and focus on the letters in front of you to see if any will form the star of a word in turn.,
p_380,31.0,Female,Asian / Pacific Islander,Thai,"Some college credit, no degree",1.0,self_concept_2,self_concept,Cognitive Dissonance Theory,14.27,7,0.0,4,0.0,5,0.0,16,16,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,5.5,3.5,3.5,5.0,5.0,4.17,6.0,6.0,6.0,5.5,5.88,5.5,6.0,4.5,5.0,5.25,2.0,5.33,"The more letters we can use to make up a valid word, the more money we'll earn.",1.0,No emotions,I tried to think about the word I could make to make it longer,trying to make a long word,I don't know,
p_381,29.0,Female,White or Caucasian,English,Bachelor’s degree,0.0,injunctive_norms_3,injunctive_norms,Social Norms Theory,18.32,4,0.0,3,0.0,9,0.0,26,26,False,0,False,0,0.0,0,0.0,1.0,0.0,6.67,4.75,5.8,1.67,1.67,2.2,3.0,6.0,2.0,5.0,4.0,3.0,3.0,4.67,3.0,3.0,2.0,4.5,2.5,3.0,3.0,2.0,1.5,2.0,2.12,2.11,5.5,Following your morals or intuition/remembering your non-negotiables,2.0,Confusion. It felt irrelevent. I thought it was a hint or riddle at first but couldnt figure it out,It didn't. I was still mostly thinking about my performance in the practice,No,I'm not sure on the point of the message so it's hard to create a new one. Maybe something including a hint to an 8 letter word that could be played,
p_382,31.0,Male,White or Caucasian,english,"High school graduate, diploma or the equivalent (for example: GED)",50.0,emotional_arousal_3,emotional_arousal,Self-Efficacy Theory,12.31,5,0.0,3,0.0,4,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,5.5,6.4,4.0,1.0,2.8,3.67,5.5,2.5,3.0,5.5,3.5,2.5,4.0,3.5,3.0,4.0,3.5,3.0,3.38,4.0,4.5,3.5,4.0,4.0,1.33,4.33,not much,1.0,i cant remember,it didnt,no i have forgotten most of it as was focusing on the task,i dont know i would just say enjoy and good luck,
p_383,35.0,Male,White or Caucasian,English,Bachelor’s degree,50.0,verbal_persuasion_2,verbal_persuasion,Self-Efficacy Theory,14.46,2,0.0,2,0.0,6,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,5.0,5.6,5.33,4.33,5.6,5.67,5.5,3.5,4.5,5.0,3.5,2.0,4.5,3.5,4.0,3.5,5.0,5.0,4.38,5.0,4.0,3.0,5.0,4.25,1.56,3.67,encouragement,4.0,Positive thoughts,I do not know,No,"Trust in yourself, you can do it","It was a good study, I really enjoy it, thanks a lot."
p_384,27.0,Female,White or Caucasian,English and French,Doctorate degree,0.0,relatedness_2,relatedness,Self-Determination Theory,39.89,3,0.0,2,0.0,6,0.0,14,14,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,6.25,6.8,3.33,4.0,6.6,7.0,6.5,4.0,5.5,3.0,5.5,3.0,5.83,3.33,6.0,7.0,6.5,7.0,6.62,6.5,4.5,5.5,4.0,5.12,1.89,2.83,Hey Puzzle-solver. Having friends helps you overcome worries.,1.0,"I started smiling, I found it encouraging",It made me try my best,That I have friends I could ask for help,Not sure,
p_385,27.0,Male,White or Caucasian,English,Trade/technical/vocational training,0.0,autonomy_2,autonomy,Self-Determination Theory,12.13,5,0.0,2,0.0,5,0.0,10,10,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,3.62,4.8,3.67,1.0,1.8,3.33,4.5,3.0,4.0,4.0,2.5,4.0,3.67,3.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,4.67,something to do with whatever happens doing it myself was fulfilling i think,1.0,It didn't really matter to me what it said,It didn't,"No, it didn't really seem all that relevant to the task at hand","I don't know exactly, maybe try something motivating relevant to the task set.",
p_386,34.0,Male,White or Caucasian,English,"Some college credit, no degree",3.0,dissonance_arousal_1,dissonance_arousal,Cognitive Dissonance Theory,16.51,7,0.0,1,0.0,7,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,7.0,5.12,5.4,2.67,2.67,4.4,3.0,6.5,1.5,5.0,2.0,3.0,2.5,4.83,2.0,5.0,3.5,3.5,5.0,4.25,5.0,6.0,4.0,3.0,4.5,1.0,2.17,not giving it your all will make you feel worse about yourself and you will regret it,3.0,confusion,It did not change anything,I can see this sort of message being useful for other types of games. it can make the user pay more attention but it did not help this game in my opinion,include tips for word generation games,"After the questionnaire, i realise this was probably a test to see who would use outside sources to get help with the wordgame. Doing this honestly didnt occur to me, and I done it honestly. In retrospect the message received is more relevant, but at the time it did not seem so"
p_387,21.0,Male,White or Caucasian,English,Associate degree,10.0,control,control,No Theory,17.4,6,0.0,5,1.0,10,1.0,0,48,False,0,True,1,13.62,0,0.0,2.0,1.0,7.0,5.25,5.6,4.0,1.0,1.0,5.67,6.5,6.0,6.0,6.0,6.5,7.0,6.33,6.33,5.5,6.0,5.5,6.0,5.75,6.0,6.0,6.0,6.5,6.12,2.44,5.5,clicking the button below to start when ready,1.0,Nothing,Nothing,Nothing,Nothing,
p_388,28.0,Non-binary,White or Caucasian,English,Bachelor’s degree,0.0,dissonance_reduction_2,dissonance_reduction,Cognitive Dissonance Theory,14.04,3,0.0,2,0.5,6,1.0,10,18,False,0,True,0,0.0,1,20.76,0.0,0.0,6.0,4.25,4.6,3.0,2.67,3.0,4.0,5.5,3.0,4.0,3.5,3.0,4.0,4.17,3.5,2.0,2.0,2.0,2.0,2.0,4.0,5.5,4.0,5.5,4.75,2.22,4.17,being authentic,3.0,confusion,none,none,actual tips and less philosophical stuff,
p_389,35.0,Female,Black or African American,"Igbo, English",Master’s degree,1.0,verbal_persuasion_2,verbal_persuasion,Self-Efficacy Theory,22.16,5,0.0,2,0.0,4,0.0,2,2,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,5.0,5.8,5.0,2.67,2.6,3.33,6.0,3.0,3.5,5.5,5.0,2.5,4.83,3.67,2.5,3.0,4.0,4.0,3.38,4.0,3.0,2.0,2.0,2.75,2.56,4.17,cheering me up to do my best.,4.0,nothing,no influnce,no,maybe same message,The study is a fun distraction
p_390,36.0,Male,Black or African American,English,Doctorate degree,7.0,relatedness_2,relatedness,Self-Determination Theory,21.29,6,0.0,2,0.0,5,0.0,16,16,False,0,False,0,0.0,1,0.93,0.0,0.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.5,7.0,4.5,7.0,1.5,7.0,4.17,7.0,7.0,7.0,7.0,7.0,6.5,6.0,6.5,6.5,6.38,1.33,3.17,"being positive, and believeing things will be well.",3.0,I felt it intended to motivate me to do a just work.,I believed in myself to think outside the box to generate the words.,The optimistic tone it carried.,Believing everything is possible.,A nice study it was. It puts the brain to work.
p_391,31.0,Female,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",150.0,injunctive_norms_1,injunctive_norms,Social Norms Theory,26.19,6,0.0,4,1.0,9,1.0,0,26,False,0,True,0,0.0,1,15.84,0.0,0.0,6.33,4.62,6.4,2.67,1.33,3.2,3.0,7.0,1.5,6.0,1.0,4.0,1.5,5.67,1.33,5.0,3.0,4.5,4.5,4.25,4.5,5.5,5.5,4.5,5.0,1.44,4.33,not really my performance,2.0,Confused,It didn't,Not really I don't remember it all too well,How well they were doing.,"That last question was confusing, what online tests did you mean? Surveys? Quizzes? I wasn't sure so put my best guess."
